Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 14:55:46;0.104;0;0;;;;
25.9.2016 14:55:46;0.100544;0;0;;;;
25.9.2016 14:55:46;0.200778;0;0;;;;
25.9.2016 14:55:46;0.300988;0;0;;;;
25.9.2016 14:55:46;0.401193;0;0;;;;
25.9.2016 14:55:46;0.501413;0;0;;;;
25.9.2016 14:55:46;0.601633;0;0;;;;
25.9.2016 14:55:46;0.701839;0;0;;;;
25.9.2016 14:55:46;0.802052;0;0;;;;
25.9.2016 14:55:46;0.902262;0;0;;;;
25.9.2016 14:55:47;1.2465;0;0;;;;
25.9.2016 14:55:47;1.102671;0;0;;;;
25.9.2016 14:55:47;1.202873;0;0;;;;
25.9.2016 14:55:47;1.303077;0;0;;;;
25.9.2016 14:55:47;1.403281;0;0;;;;
25.9.2016 14:55:47;1.503473;0;0;;;;
25.9.2016 14:55:47;1.603675;0;0;;;;
25.9.2016 14:55:47;1.703882;0;0;;;;
25.9.2016 14:55:47;1.804100;0;0;;;;
25.9.2016 14:55:47;1.904316;0;0;;;;
25.9.2016 14:55:48;2.4528;0;0;;;;
25.9.2016 14:55:48;2.104732;0;0;;;;
25.9.2016 14:55:48;2.204943;0;0;;;;
25.9.2016 14:55:48;2.305146;0;0;;;;
25.9.2016 14:55:48;2.405348;0;0;;;;
25.9.2016 14:55:48;2.505552;0;0;;;;
25.9.2016 14:55:48;2.605758;0;0;;;;
25.9.2016 14:55:48;2.705963;3.6;0.06;;;;
25.9.2016 14:55:48;2.806287;18;0.3;;;;
25.9.2016 14:55:48;2.906615;40.8;0.68;;;;
25.9.2016 14:55:49;3.6935;44.4;0.74;;;;
25.9.2016 14:55:49;3.107259;44.4;0.74;;;;
25.9.2016 14:55:49;3.207566;44.4;0.74;;;;
25.9.2016 14:55:49;3.307884;44.4;0.74;;;;
25.9.2016 14:55:49;3.408211;44.4;0.74;;;;
25.9.2016 14:55:49;3.508536;44.4;0.74;;;;
25.9.2016 14:55:49;3.608861;44.4;0.74;;;;
25.9.2016 14:55:49;3.709189;43.2;0.72;;;;
25.9.2016 14:55:49;3.809512;43.2;0.72;;;;
25.9.2016 14:55:49;3.909822;44.4;0.74;;;;
25.9.2016 14:55:50;4.10221;43.2;0.72;;;;
25.9.2016 14:55:50;4.110560;44.4;0.74;;;;
25.9.2016 14:55:50;4.210883;43.2;0.72;;;;
25.9.2016 14:55:50;4.311210;43.2;0.72;;;;
25.9.2016 14:55:50;4.411535;44.4;0.74;;;;
25.9.2016 14:55:50;4.511861;43.2;0.72;;;;
25.9.2016 14:55:50;4.612182;43.2;0.72;;;;
25.9.2016 14:55:50;4.712507;43.2;0.72;;;;
25.9.2016 14:55:50;4.812836;43.2;0.72;;;;
25.9.2016 14:55:50;4.913151;43.2;0.72;;;;
25.9.2016 14:55:51;5.13471;43.2;0.72;;;;
25.9.2016 14:55:51;5.113797;43.2;0.72;;;;
25.9.2016 14:55:51;5.214118;43.2;0.72;;;;
25.9.2016 14:55:51;5.314439;42;0.7;;;;
25.9.2016 14:55:51;5.414759;42;0.7;;;;
25.9.2016 14:55:51;5.515078;43.2;0.72;;;;
25.9.2016 14:55:51;5.615417;42;0.7;;;;
25.9.2016 14:55:51;5.715746;43.2;0.72;;;;
25.9.2016 14:55:51;5.816122;42;0.7;;;;
25.9.2016 14:55:51;5.916448;43.2;0.72;;;;
25.9.2016 14:55:52;6.16729;42;0.7;;;;
25.9.2016 14:55:52;6.117062;42;0.7;;;;
25.9.2016 14:55:52;6.217444;43.2;0.72;;;;
25.9.2016 14:55:52;6.317806;42;0.7;;;;
25.9.2016 14:55:52;6.418165;42;0.7;;;;
25.9.2016 14:55:52;6.518488;42;0.7;;;;
25.9.2016 14:55:52;6.618799;42;0.7;;;;
25.9.2016 14:55:52;6.719121;42;0.7;;;;
25.9.2016 14:55:52;6.819437;42;0.7;;;;
25.9.2016 14:55:52;6.919759;42;0.7;;;;
25.9.2016 14:55:53;7.20168;42;0.7;;;;
25.9.2016 14:55:53;7.120512;40.8;0.68;;;;
25.9.2016 14:55:53;7.220824;42;0.7;;;;
25.9.2016 14:55:53;7.321153;42;0.7;;;;
25.9.2016 14:55:53;7.421469;40.8;0.68;;;;
25.9.2016 14:55:53;7.521787;40.8;0.68;;;;
25.9.2016 14:55:53;7.622106;42;0.7;;;;
25.9.2016 14:55:53;7.722425;40.8;0.68;;;;
25.9.2016 14:55:53;7.822744;40.8;0.68;;;;
25.9.2016 14:55:53;7.923076;42;0.7;;;;
25.9.2016 14:55:54;8.23397;40.8;0.68;;;;
25.9.2016 14:55:54;8.123737;40.8;0.68;;;;
25.9.2016 14:55:54;8.224079;40.8;0.68;;;;
25.9.2016 14:55:54;8.324407;42;0.7;;;;
25.9.2016 14:55:54;8.424738;40.8;0.68;;;;
25.9.2016 14:55:54;8.525064;40.8;0.68;;;;
25.9.2016 14:55:54;8.625386;40.8;0.68;;;;
25.9.2016 14:55:54;8.725708;39.6;0.66;;;;
25.9.2016 14:55:54;8.826034;39.6;0.66;;;;
25.9.2016 14:55:54;8.926350;40.8;0.68;;;;
25.9.2016 14:55:55;9.26673;40.8;0.68;;;;
25.9.2016 14:55:55;9.126999;40.8;0.68;;;;
25.9.2016 14:55:55;9.227325;39.6;0.66;;;;
25.9.2016 14:55:55;9.327699;39.6;0.66;;;;
25.9.2016 14:55:55;9.428066;40.8;0.68;;;;
25.9.2016 14:55:55;9.528438;39.6;0.66;;;;
25.9.2016 14:55:55;9.628811;40.8;0.68;;;;
25.9.2016 14:55:55;9.729189;39.6;0.66;;;;
25.9.2016 14:55:55;9.829562;39.6;0.66;;;;
25.9.2016 14:55:55;9.929938;40.8;0.68;;;;
25.9.2016 14:55:56;10.30384;39.6;0.66;;;;
25.9.2016 14:55:56;10.130729;39.6;0.66;;;;
25.9.2016 14:55:56;10.231063;39.6;0.66;;;;
25.9.2016 14:55:56;10.331460;39.6;0.66;;;;
25.9.2016 14:55:56;10.431799;40.8;0.68;;;;
25.9.2016 14:55:56;10.532119;39.6;0.66;;;;
25.9.2016 14:55:56;10.632434;38.4;0.64;;;;
25.9.2016 14:55:56;10.732773;38.4;0.64;;;;
25.9.2016 14:55:56;10.833124;39.6;0.66;;;;
25.9.2016 14:55:56;10.933449;39.6;0.66;;;;
25.9.2016 14:55:57;11.33778;39.6;0.66;;;;
25.9.2016 14:55:57;11.134073;38.4;0.64;;;;
25.9.2016 14:55:57;11.234385;39.6;0.66;;;;
25.9.2016 14:55:57;11.334697;39.6;0.66;;;;
25.9.2016 14:55:57;11.435027;38.4;0.64;;;;
25.9.2016 14:55:57;11.535349;39.6;0.66;;;;
25.9.2016 14:55:57;11.635662;38.4;0.64;;;;
25.9.2016 14:55:57;11.735989;38.4;0.64;;;;
25.9.2016 14:55:57;11.836319;39.6;0.66;;;;
25.9.2016 14:55:57;11.936651;38.4;0.64;;;;
25.9.2016 14:55:58;12.36956;38.4;0.64;;;;
25.9.2016 14:55:58;12.137262;39.6;0.66;;;;
25.9.2016 14:55:58;12.237576;38.4;0.64;;;;
25.9.2016 14:55:58;12.337881;38.4;0.64;;;;
25.9.2016 14:55:58;12.438196;38.4;0.64;;;;
25.9.2016 14:55:58;12.538522;38.4;0.64;;;;
25.9.2016 14:55:58;12.638841;38.4;0.64;;;;
25.9.2016 14:55:58;12.739208;37.2;0.62;;;;
25.9.2016 14:55:58;12.839585;38.4;0.64;;;;
25.9.2016 14:55:58;12.939953;38.4;0.64;;;;
25.9.2016 14:55:59;13.40371;38.4;0.64;;;;
25.9.2016 14:55:59;13.140757;37.2;0.62;;;;
25.9.2016 14:55:59;13.241133;38.4;0.64;;;;
25.9.2016 14:55:59;13.341498;37.2;0.62;;;;
25.9.2016 14:55:59;13.441869;37.2;0.62;;;;
25.9.2016 14:55:59;13.542255;38.4;0.64;;;;
25.9.2016 14:55:59;13.642630;37.2;0.62;;;;
25.9.2016 14:55:59;13.742997;37.2;0.62;;;;
25.9.2016 14:55:59;13.843383;38.4;0.64;;;;
25.9.2016 14:55:59;13.943769;37.2;0.62;;;;
25.9.2016 14:56:0;14.44161;37.2;0.62;;;;
25.9.2016 14:56:0;14.144563;37.2;0.62;;;;
25.9.2016 14:56:0;14.244923;37.2;0.62;;;;
25.9.2016 14:56:0;14.345273;37.2;0.62;;;;
25.9.2016 14:56:0;14.445633;37.2;0.62;;;;
25.9.2016 14:56:0;14.546003;36;0.6;;;;
25.9.2016 14:56:0;14.646375;36;0.6;;;;
25.9.2016 14:56:0;14.746730;37.2;0.62;;;;
25.9.2016 14:56:0;14.847078;37.2;0.62;;;;
25.9.2016 14:56:0;14.947432;37.2;0.62;;;;
25.9.2016 14:56:1;15.47799;37.2;0.62;;;;
25.9.2016 14:56:1;15.148182;36;0.6;;;;
25.9.2016 14:56:1;15.248540;37.2;0.62;;;;
25.9.2016 14:56:1;15.348905;37.2;0.62;;;;
25.9.2016 14:56:1;15.449264;36;0.6;;;;
25.9.2016 14:56:1;15.549640;37.2;0.62;;;;
25.9.2016 14:56:1;15.650013;36;0.6;;;;
25.9.2016 14:56:1;15.750398;36;0.6;;;;
25.9.2016 14:56:1;15.850781;37.2;0.62;;;;
25.9.2016 14:56:2;15.951180;36;0.6;;;;
25.9.2016 14:56:2;16.51562;36;0.6;;;;
25.9.2016 14:56:2;16.151932;36;0.6;;;;
25.9.2016 14:56:2;16.252300;36;0.6;;;;
25.9.2016 14:56:2;16.352679;36;0.6;;;;
25.9.2016 14:56:2;16.453059;36;0.6;;;;
25.9.2016 14:56:2;16.553433;34.8;0.58;;;;
25.9.2016 14:56:2;16.653806;36;0.6;;;;
25.9.2016 14:56:2;16.754177;36;0.6;;;;
25.9.2016 14:56:2;16.854554;36;0.6;;;;
25.9.2016 14:56:3;16.954933;36;0.6;;;;
25.9.2016 14:56:3;17.55312;36;0.6;;;;
25.9.2016 14:56:3;17.155699;36;0.6;;;;
25.9.2016 14:56:3;17.256079;34.8;0.58;;;;
25.9.2016 14:56:3;17.356455;36;0.6;;;;
25.9.2016 14:56:3;17.456843;34.8;0.58;;;;
