Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 14:6:19;47.572922;38.4;0.64;;;;
25.9.2016 14:6:19;47.673267;38.4;0.64;;;;
25.9.2016 14:6:19;47.773603;37.2;0.62;;;;
25.9.2016 14:6:19;47.874008;38.4;0.64;;;;
25.9.2016 14:6:19;47.974406;38.4;0.64;;;;
25.9.2016 14:6:19;48.74807;37.2;0.62;;;;
25.9.2016 14:6:19;48.175180;37.2;0.62;;;;
25.9.2016 14:6:20;48.275609;38.4;0.64;;;;
25.9.2016 14:6:20;48.375978;37.2;0.62;;;;
25.9.2016 14:6:20;48.476338;37.2;0.62;;;;
25.9.2016 14:6:20;48.576774;38.4;0.64;;;;
25.9.2016 14:6:20;48.677160;37.2;0.62;;;;
25.9.2016 14:6:20;48.777603;37.2;0.62;;;;
25.9.2016 14:6:20;48.877995;37.2;0.62;;;;
25.9.2016 14:6:20;48.978380;37.2;0.62;;;;
25.9.2016 14:6:20;49.78820;37.2;0.62;;;;
25.9.2016 14:6:21;49.179193;37.2;0.62;;;;
25.9.2016 14:6:21;49.279578;37.2;0.62;;;;
25.9.2016 14:6:21;49.379980;37.2;0.62;;;;
25.9.2016 14:6:21;49.480356;37.2;0.62;;;;
25.9.2016 14:6:21;49.580751;36;0.6;;;;
25.9.2016 14:6:21;49.681152;37.2;0.62;;;;
25.9.2016 14:6:21;49.781524;37.2;0.62;;;;
25.9.2016 14:6:21;49.881889;36;0.6;;;;
25.9.2016 14:6:21;49.982257;37.2;0.62;;;;
25.9.2016 14:6:21;50.82634;36;0.6;;;;
25.9.2016 14:6:22;50.183017;37.2;0.62;;;;
25.9.2016 14:6:22;50.283394;36;0.6;;;;
25.9.2016 14:6:22;50.383763;36;0.6;;;;
25.9.2016 14:6:22;50.484149;37.2;0.62;;;;
25.9.2016 14:6:22;50.584582;36;0.6;;;;
25.9.2016 14:6:22;50.684982;36;0.6;;;;
25.9.2016 14:6:22;50.785359;36;0.6;;;;
25.9.2016 14:6:22;50.885736;37.2;0.62;;;;
25.9.2016 14:6:22;50.986105;36;0.6;;;;
25.9.2016 14:6:22;51.86502;36;0.6;;;;
25.9.2016 14:6:23;51.186880;36;0.6;;;;
25.9.2016 14:6:23;51.287271;34.8;0.58;;;;
25.9.2016 14:6:23;51.387724;36;0.6;;;;
25.9.2016 14:6:23;51.488053;36;0.6;;;;
25.9.2016 14:6:23;51.588323;36;0.6;;;;
25.9.2016 14:6:23;51.688700;34.8;0.58;;;;
25.9.2016 14:6:23;51.789132;36;0.6;;;;
25.9.2016 14:6:23;51.889491;36;0.6;;;;
25.9.2016 14:6:23;51.989860;34.8;0.58;;;;
25.9.2016 14:6:23;52.90232;36;0.6;;;;
25.9.2016 14:6:24;52.190604;34.8;0.58;;;;
25.9.2016 14:6:24;52.290986;36;0.6;;;;
25.9.2016 14:6:24;52.391370;34.8;0.58;;;;
25.9.2016 14:6:24;52.491743;34.8;0.58;;;;
25.9.2016 14:6:24;52.592171;36;0.6;;;;
25.9.2016 14:6:24;52.692549;34.8;0.58;;;;
25.9.2016 14:6:24;52.792962;34.8;0.58;;;;
25.9.2016 14:6:24;52.893359;34.8;0.58;;;;
25.9.2016 14:6:24;52.993736;34.8;0.58;;;;
25.9.2016 14:6:24;53.94123;34.8;0.58;;;;
25.9.2016 14:6:25;53.194471;34.8;0.58;;;;
25.9.2016 14:6:25;53.294800;34.8;0.58;;;;
25.9.2016 14:6:25;53.395154;34.8;0.58;;;;
25.9.2016 14:6:25;53.495542;33.6;0.56;;;;
25.9.2016 14:6:25;53.595934;34.8;0.58;;;;
25.9.2016 14:6:25;53.696314;34.8;0.58;;;;
25.9.2016 14:6:25;53.796692;34.8;0.58;;;;
25.9.2016 14:6:25;53.897085;33.6;0.56;;;;
25.9.2016 14:6:25;53.997536;34.8;0.58;;;;
25.9.2016 14:6:25;54.97920;33.6;0.56;;;;
25.9.2016 14:6:26;54.198279;34.8;0.58;;;;
25.9.2016 14:6:26;54.298645;33.6;0.56;;;;
25.9.2016 14:6:26;54.399015;34.8;0.58;;;;
25.9.2016 14:6:26;54.499359;33.6;0.56;;;;
25.9.2016 14:6:26;54.599758;33.6;0.56;;;;
25.9.2016 14:6:26;54.700110;33.6;0.56;;;;
25.9.2016 14:6:26;54.800483;34.8;0.58;;;;
25.9.2016 14:6:26;54.900830;33.6;0.56;;;;
25.9.2016 14:6:26;55.1172;33.6;0.56;;;;
25.9.2016 14:6:26;55.101562;33.6;0.56;;;;
25.9.2016 14:6:27;55.201902;33.6;0.56;;;;
25.9.2016 14:6:27;55.302253;33.6;0.56;;;;
25.9.2016 14:6:27;55.402598;32.4;0.54;;;;
25.9.2016 14:6:27;55.502991;33.6;0.56;;;;
25.9.2016 14:6:27;55.603385;33.6;0.56;;;;
25.9.2016 14:6:27;55.703772;33.6;0.56;;;;
25.9.2016 14:6:27;55.804145;33.6;0.56;;;;
25.9.2016 14:6:27;55.904517;32.4;0.54;;;;
25.9.2016 14:6:27;56.4906;33.6;0.56;;;;
25.9.2016 14:6:27;56.105290;33.6;0.56;;;;
25.9.2016 14:6:28;56.205708;32.4;0.54;;;;
25.9.2016 14:6:28;56.306121;33.6;0.56;;;;
25.9.2016 14:6:28;56.406486;32.4;0.54;;;;
25.9.2016 14:6:28;56.506844;33.6;0.56;;;;
25.9.2016 14:6:28;56.607228;32.4;0.54;;;;
25.9.2016 14:6:28;56.707695;32.4;0.54;;;;
25.9.2016 14:6:28;56.808072;32.4;0.54;;;;
25.9.2016 14:6:28;56.908450;33.6;0.56;;;;
25.9.2016 14:6:28;57.8835;32.4;0.54;;;;
25.9.2016 14:6:28;57.109212;32.4;0.54;;;;
25.9.2016 14:6:29;57.209589;32.4;0.54;;;;
25.9.2016 14:6:29;57.309982;32.4;0.54;;;;
25.9.2016 14:6:29;57.410348;32.4;0.54;;;;
25.9.2016 14:6:29;57.510711;31.2;0.52;;;;
25.9.2016 14:6:29;57.611078;32.4;0.54;;;;
25.9.2016 14:6:29;57.711447;32.4;0.54;;;;
25.9.2016 14:6:29;57.811843;31.2;0.52;;;;
25.9.2016 14:6:29;57.912207;32.4;0.54;;;;
25.9.2016 14:6:29;58.12574;32.4;0.54;;;;
25.9.2016 14:6:29;58.112944;32.4;0.54;;;;
25.9.2016 14:6:30;58.213312;31.2;0.52;;;;
25.9.2016 14:6:30;58.313703;32.4;0.54;;;;
25.9.2016 14:6:30;58.414087;31.2;0.52;;;;
25.9.2016 14:6:30;58.514472;32.4;0.54;;;;
25.9.2016 14:6:30;58.614826;31.2;0.52;;;;
25.9.2016 14:6:30;58.715197;32.4;0.54;;;;
25.9.2016 14:6:30;58.815559;31.2;0.52;;;;
25.9.2016 14:6:30;58.915893;31.2;0.52;;;;
25.9.2016 14:6:30;59.16230;31.2;0.52;;;;
25.9.2016 14:6:30;59.116596;31.2;0.52;;;;
25.9.2016 14:6:31;59.216971;32.4;0.54;;;;
25.9.2016 14:6:31;59.317356;31.2;0.52;;;;
25.9.2016 14:6:31;59.417809;31.2;0.52;;;;
25.9.2016 14:6:31;59.518210;31.2;0.52;;;;
25.9.2016 14:6:31;59.618594;31.2;0.52;;;;
25.9.2016 14:6:31;59.718969;31.2;0.52;;;;
25.9.2016 14:6:31;59.819345;31.2;0.52;;;;
25.9.2016 14:6:31;59.919713;31.2;0.52;;;;
25.9.2016 14:6:31;60.20108;30;0.5;;;;
25.9.2016 14:6:31;60.120490;31.2;0.52;;;;
25.9.2016 14:6:32;60.220852;31.2;0.52;;;;
25.9.2016 14:6:32;60.321231;31.2;0.52;;;;
25.9.2016 14:6:32;60.421598;30;0.5;;;;
25.9.2016 14:6:32;60.522044;31.2;0.52;;;;
25.9.2016 14:6:32;60.622432;30;0.5;;;;
25.9.2016 14:6:32;60.722794;31.2;0.52;;;;
25.9.2016 14:6:32;60.823170;30;0.5;;;;
25.9.2016 14:6:32;60.923536;30;0.5;;;;
25.9.2016 14:6:32;61.23917;31.2;0.52;;;;
25.9.2016 14:6:32;61.124293;30;0.5;;;;
25.9.2016 14:6:33;61.224650;30;0.5;;;;
25.9.2016 14:6:33;61.325051;31.2;0.52;;;;
25.9.2016 14:6:33;61.425423;30;0.5;;;;
25.9.2016 14:6:33;61.525809;30;0.5;;;;
25.9.2016 14:6:33;61.626215;30;0.5;;;;
25.9.2016 14:6:33;61.726596;30;0.5;;;;
25.9.2016 14:6:33;61.826964;30;0.5;;;;
25.9.2016 14:6:33;61.927319;30;0.5;;;;
25.9.2016 14:6:33;62.27736;30;0.5;;;;
25.9.2016 14:6:33;62.128118;30;0.5;;;;
25.9.2016 14:6:34;62.228477;30;0.5;;;;
25.9.2016 14:6:34;62.328863;28.8;0.48;;;;
25.9.2016 14:6:34;62.429256;30;0.5;;;;
25.9.2016 14:6:34;62.529620;30;0.5;;;;
25.9.2016 14:6:34;62.629992;28.8;0.48;;;;
25.9.2016 14:6:34;62.730403;30;0.5;;;;
25.9.2016 14:6:34;62.830789;30;0.5;;;;
25.9.2016 14:6:34;62.931144;28.8;0.48;;;;
25.9.2016 14:6:34;63.31525;28.8;0.48;;;;
25.9.2016 14:6:34;63.131920;30;0.5;;;;
25.9.2016 14:6:35;63.232305;28.8;0.48;;;;
25.9.2016 14:6:35;63.332681;30;0.5;;;;
25.9.2016 14:6:35;63.433040;28.8;0.48;;;;
25.9.2016 14:6:35;63.533433;28.8;0.48;;;;
25.9.2016 14:6:35;63.633801;28.8;0.48;;;;
25.9.2016 14:6:35;63.734170;30;0.5;;;;
25.9.2016 14:6:35;63.834566;28.8;0.48;;;;
25.9.2016 14:6:35;63.934941;28.8;0.48;;;;
25.9.2016 14:6:35;64.35307;28.8;0.48;;;;
25.9.2016 14:6:35;64.135688;28.8;0.48;;;;
25.9.2016 14:6:36;64.236058;28.8;0.48;;;;
25.9.2016 14:6:36;64.336458;28.8;0.48;;;;
25.9.2016 14:6:36;64.436822;27.6;0.46;;;;
25.9.2016 14:6:36;64.537188;28.8;0.48;;;;
25.9.2016 14:6:36;64.637622;28.8;0.48;;;;
25.9.2016 14:6:36;64.737989;28.8;0.48;;;;
25.9.2016 14:6:36;64.838363;27.6;0.46;;;;
25.9.2016 14:6:36;64.938763;28.8;0.48;;;;
25.9.2016 14:6:36;65.39122;28.8;0.48;;;;
25.9.2016 14:6:36;65.139506;27.6;0.46;;;;
25.9.2016 14:6:37;65.239876;28.8;0.48;;;;
25.9.2016 14:6:37;65.340256;27.6;0.46;;;;
25.9.2016 14:6:37;65.440634;27.6;0.46;;;;
25.9.2016 14:6:37;65.541013;28.8;0.48;;;;
25.9.2016 14:6:37;65.641383;27.6;0.46;;;;
25.9.2016 14:6:37;65.741773;28.8;0.48;;;;
25.9.2016 14:6:37;65.842150;27.6;0.46;;;;
25.9.2016 14:6:37;65.942519;27.6;0.46;;;;
25.9.2016 14:6:37;66.42939;27.6;0.46;;;;
25.9.2016 14:6:37;66.143316;27.6;0.46;;;;
25.9.2016 14:6:38;66.243683;27.6;0.46;;;;
25.9.2016 14:6:38;66.344075;27.6;0.46;;;;
25.9.2016 14:6:38;66.444465;27.6;0.46;;;;
25.9.2016 14:6:38;66.544876;27.6;0.46;;;;
25.9.2016 14:6:38;66.645211;27.6;0.46;;;;
25.9.2016 14:6:38;66.745600;27.6;0.46;;;;
25.9.2016 14:6:38;66.846017;27.6;0.46;;;;
25.9.2016 14:6:38;66.946390;27.6;0.46;;;;
25.9.2016 14:6:38;67.46776;26.4;0.44;;;;
25.9.2016 14:6:38;67.147170;27.6;0.46;;;;
25.9.2016 14:6:39;67.247618;27.6;0.46;;;;
25.9.2016 14:6:39;67.348013;26.4;0.44;;;;
25.9.2016 14:6:39;67.448397;27.6;0.46;;;;
25.9.2016 14:6:39;67.548783;26.4;0.44;;;;
25.9.2016 14:6:39;67.649211;27.6;0.46;;;;
25.9.2016 14:6:39;67.749588;26.4;0.44;;;;
25.9.2016 14:6:39;67.849975;27.6;0.46;;;;
25.9.2016 14:6:39;67.950356;26.4;0.44;;;;
25.9.2016 14:6:39;68.50725;26.4;0.44;;;;
25.9.2016 14:6:39;68.151141;27.6;0.46;;;;
25.9.2016 14:6:40;68.251509;26.4;0.44;;;;
25.9.2016 14:6:40;68.351887;26.4;0.44;;;;
25.9.2016 14:6:40;68.452256;26.4;0.44;;;;
25.9.2016 14:6:40;68.552621;26.4;0.44;;;;
25.9.2016 14:6:40;68.652985;26.4;0.44;;;;
25.9.2016 14:6:40;68.753375;26.4;0.44;;;;
25.9.2016 14:6:40;68.853746;26.4;0.44;;;;
25.9.2016 14:6:40;68.954144;26.4;0.44;;;;
25.9.2016 14:6:40;69.54545;26.4;0.44;;;;
25.9.2016 14:6:40;69.154926;26.4;0.44;;;;
25.9.2016 14:6:41;69.255335;26.4;0.44;;;;
25.9.2016 14:6:41;69.355724;25.2;0.42;;;;
25.9.2016 14:6:41;69.456105;26.4;0.44;;;;
25.9.2016 14:6:41;69.556483;26.4;0.44;;;;
25.9.2016 14:6:41;69.656859;25.2;0.42;;;;
25.9.2016 14:6:41;69.757232;26.4;0.44;;;;
25.9.2016 14:6:41;69.857710;26.4;0.44;;;;
25.9.2016 14:6:41;69.958084;25.2;0.42;;;;
25.9.2016 14:6:41;70.58430;26.4;0.44;;;;
25.9.2016 14:6:41;70.158839;25.2;0.42;;;;
25.9.2016 14:6:42;70.259227;25.2;0.42;;;;
25.9.2016 14:6:42;70.359649;26.4;0.44;;;;
25.9.2016 14:6:42;70.460087;25.2;0.42;;;;
25.9.2016 14:6:42;70.560478;25.2;0.42;;;;
25.9.2016 14:6:42;70.660849;26.4;0.44;;;;
25.9.2016 14:6:42;70.761216;25.2;0.42;;;;
25.9.2016 14:6:42;70.861588;25.2;0.42;;;;
25.9.2016 14:6:42;70.961955;25.2;0.42;;;;
25.9.2016 14:6:42;71.62344;25.2;0.42;;;;
25.9.2016 14:6:42;71.162719;25.2;0.42;;;;
25.9.2016 14:6:43;71.263090;25.2;0.42;;;;
25.9.2016 14:6:43;71.363508;25.2;0.42;;;;
25.9.2016 14:6:43;71.463899;25.2;0.42;;;;
25.9.2016 14:6:43;71.564281;25.2;0.42;;;;
25.9.2016 14:6:43;71.664661;25.2;0.42;;;;
25.9.2016 14:6:43;71.765020;24;0.4;;;;
25.9.2016 14:6:43;71.865406;25.2;0.42;;;;
25.9.2016 14:6:43;71.965786;25.2;0.42;;;;
25.9.2016 14:6:43;72.66210;24;0.4;;;;
25.9.2016 14:6:43;72.166620;25.2;0.42;;;;
25.9.2016 14:6:44;72.266998;24;0.4;;;;
25.9.2016 14:6:44;72.367392;25.2;0.42;;;;
25.9.2016 14:6:44;72.467897;25.2;0.42;;;;
25.9.2016 14:6:44;72.568287;24;0.4;;;;
25.9.2016 14:6:44;72.668657;24;0.4;;;;
25.9.2016 14:6:44;72.768936;25.2;0.42;;;;
25.9.2016 14:6:44;72.869319;24;0.4;;;;
25.9.2016 14:6:44;72.969732;24;0.4;;;;
25.9.2016 14:6:44;73.70127;25.2;0.42;;;;
25.9.2016 14:6:44;73.170507;24;0.4;;;;
25.9.2016 14:6:45;73.270928;24;0.4;;;;
25.9.2016 14:6:45;73.371322;24;0.4;;;;
25.9.2016 14:6:45;73.471737;24;0.4;;;;
25.9.2016 14:6:45;73.572151;24;0.4;;;;
25.9.2016 14:6:45;73.672541;24;0.4;;;;
25.9.2016 14:6:45;73.772920;24;0.4;;;;
25.9.2016 14:6:45;73.873313;24;0.4;;;;
25.9.2016 14:6:45;73.973695;24;0.4;;;;
25.9.2016 14:6:45;74.74113;24;0.4;;;;
25.9.2016 14:6:45;74.174491;24;0.4;;;;
25.9.2016 14:6:46;74.274867;22.8;0.38;;;;
25.9.2016 14:6:46;74.375271;24;0.4;;;;
25.9.2016 14:6:46;74.475658;24;0.4;;;;
25.9.2016 14:6:46;74.576082;22.8;0.38;;;;
25.9.2016 14:6:46;74.676462;24;0.4;;;;
25.9.2016 14:6:46;74.776830;22.8;0.38;;;;
25.9.2016 14:6:46;74.877205;24;0.4;;;;
25.9.2016 14:6:46;74.977644;22.8;0.38;;;;
25.9.2016 14:6:46;75.78050;24;0.4;;;;
25.9.2016 14:6:47;75.178426;22.8;0.38;;;;
25.9.2016 14:6:47;75.278784;24;0.4;;;;
25.9.2016 14:6:47;75.379169;22.8;0.38;;;;
25.9.2016 14:6:47;75.479515;22.8;0.38;;;;
25.9.2016 14:6:47;75.579865;22.8;0.38;;;;
25.9.2016 14:6:47;75.680241;24;0.4;;;;
25.9.2016 14:6:47;75.780609;22.8;0.38;;;;
25.9.2016 14:6:47;75.880980;22.8;0.38;;;;
25.9.2016 14:6:47;75.981346;22.8;0.38;;;;
25.9.2016 14:6:47;76.81727;22.8;0.38;;;;
25.9.2016 14:6:48;76.182092;22.8;0.38;;;;
25.9.2016 14:6:48;76.282471;22.8;0.38;;;;
25.9.2016 14:6:48;76.382852;22.8;0.38;;;;
25.9.2016 14:6:48;76.483240;22.8;0.38;;;;
25.9.2016 14:6:48;76.583632;21.6;0.36;;;;
25.9.2016 14:6:48;76.684024;22.8;0.38;;;;
25.9.2016 14:6:48;76.784422;22.8;0.38;;;;
25.9.2016 14:6:48;76.884794;22.8;0.38;;;;
25.9.2016 14:6:48;76.985160;21.6;0.36;;;;
25.9.2016 14:6:48;77.85537;22.8;0.38;;;;
25.9.2016 14:6:49;77.185903;22.8;0.38;;;;
25.9.2016 14:6:49;77.286273;21.6;0.36;;;;
25.9.2016 14:6:49;77.386660;22.8;0.38;;;;
25.9.2016 14:6:49;77.487030;21.6;0.36;;;;
25.9.2016 14:6:49;77.587408;22.8;0.38;;;;
25.9.2016 14:6:49;77.687849;21.6;0.36;;;;
25.9.2016 14:6:49;77.788247;21.6;0.36;;;;
25.9.2016 14:6:49;77.888737;22.8;0.38;;;;
25.9.2016 14:6:49;77.989123;21.6;0.36;;;;
25.9.2016 14:6:49;78.89531;21.6;0.36;;;;
25.9.2016 14:6:50;78.189943;21.6;0.36;;;;
25.9.2016 14:6:50;78.290364;22.8;0.38;;;;
25.9.2016 14:6:50;78.390780;21.6;0.36;;;;
25.9.2016 14:6:50;78.491144;21.6;0.36;;;;
25.9.2016 14:6:50;78.591546;21.6;0.36;;;;
25.9.2016 14:6:50;78.691924;21.6;0.36;;;;
25.9.2016 14:6:50;78.792298;21.6;0.36;;;;
25.9.2016 14:6:50;78.892686;20.4;0.34;;;;
25.9.2016 14:6:50;78.993069;21.6;0.36;;;;
25.9.2016 14:6:50;79.93439;21.6;0.36;;;;
25.9.2016 14:6:51;79.193815;21.6;0.36;;;;
25.9.2016 14:6:51;79.294069;21.6;0.36;;;;
25.9.2016 14:6:51;79.394332;20.4;0.34;;;;
25.9.2016 14:6:51;79.494568;21.6;0.36;;;;
25.9.2016 14:6:51;79.594823;20.4;0.34;;;;
25.9.2016 14:6:51;79.695066;21.6;0.36;;;;
25.9.2016 14:6:51;79.795304;20.4;0.34;;;;
25.9.2016 14:6:51;79.895562;21.6;0.36;;;;
25.9.2016 14:6:51;79.995800;20.4;0.34;;;;
25.9.2016 14:6:51;80.96035;21.6;0.36;;;;
25.9.2016 14:6:52;80.196281;20.4;0.34;;;;
25.9.2016 14:6:52;80.296533;20.4;0.34;;;;
25.9.2016 14:6:52;80.396831;21.6;0.36;;;;
25.9.2016 14:6:52;80.497069;20.4;0.34;;;;
25.9.2016 14:6:52;80.597309;20.4;0.34;;;;
25.9.2016 14:6:52;80.697606;20.4;0.34;;;;
25.9.2016 14:6:52;80.797846;20.4;0.34;;;;
25.9.2016 14:6:52;80.898090;20.4;0.34;;;;
25.9.2016 14:6:52;80.998340;21.6;0.36;;;;
25.9.2016 14:6:52;81.98594;20.4;0.34;;;;
25.9.2016 14:6:53;81.198839;20.4;0.34;;;;
25.9.2016 14:6:53;81.299081;19.2;0.32;;;;
25.9.2016 14:6:53;81.399340;20.4;0.34;;;;
25.9.2016 14:6:53;81.499591;20.4;0.34;;;;
25.9.2016 14:6:53;81.599827;20.4;0.34;;;;
25.9.2016 14:6:53;81.700071;20.4;0.34;;;;
25.9.2016 14:6:53;81.800294;20.4;0.34;;;;
25.9.2016 14:6:53;81.900563;19.2;0.32;;;;
25.9.2016 14:6:53;82.842;20.4;0.34;;;;
25.9.2016 14:6:53;82.101235;20.4;0.34;;;;
25.9.2016 14:6:54;82.201613;19.2;0.32;;;;
25.9.2016 14:6:54;82.301951;20.4;0.34;;;;
25.9.2016 14:6:54;82.402305;19.2;0.32;;;;
25.9.2016 14:6:54;82.502675;20.4;0.34;;;;
25.9.2016 14:6:54;82.603108;19.2;0.32;;;;
25.9.2016 14:6:54;82.703498;20.4;0.34;;;;
25.9.2016 14:6:54;82.803872;19.2;0.32;;;;
25.9.2016 14:6:54;82.904278;19.2;0.32;;;;
25.9.2016 14:6:54;83.4652;20.4;0.34;;;;
25.9.2016 14:6:54;83.105061;19.2;0.32;;;;
25.9.2016 14:6:55;83.205442;19.2;0.32;;;;
25.9.2016 14:6:55;83.305819;19.2;0.32;;;;
25.9.2016 14:6:55;83.406230;20.4;0.34;;;;
25.9.2016 14:6:55;83.506597;19.2;0.32;;;;
25.9.2016 14:6:55;83.606964;19.2;0.32;;;;
25.9.2016 14:6:55;83.707367;19.2;0.32;;;;
25.9.2016 14:6:55;83.807800;19.2;0.32;;;;
25.9.2016 14:6:55;83.908192;19.2;0.32;;;;
25.9.2016 14:6:55;84.8560;19.2;0.32;;;;
25.9.2016 14:6:55;84.108966;19.2;0.32;;;;
25.9.2016 14:6:56;84.209345;19.2;0.32;;;;
25.9.2016 14:6:56;84.309703;18;0.3;;;;
25.9.2016 14:6:56;84.410078;19.2;0.32;;;;
25.9.2016 14:6:56;84.510416;19.2;0.32;;;;
25.9.2016 14:6:56;84.610755;19.2;0.32;;;;
25.9.2016 14:6:56;84.711110;18;0.3;;;;
25.9.2016 14:6:56;84.811519;19.2;0.32;;;;
25.9.2016 14:6:56;84.911898;19.2;0.32;;;;
25.9.2016 14:6:56;85.12236;18;0.3;;;;
25.9.2016 14:6:56;85.112597;19.2;0.32;;;;
25.9.2016 14:6:57;85.212946;18;0.3;;;;
25.9.2016 14:6:57;85.313304;19.2;0.32;;;;
25.9.2016 14:6:57;85.413666;18;0.3;;;;
25.9.2016 14:6:57;85.514015;18;0.3;;;;
25.9.2016 14:6:57;85.614421;19.2;0.32;;;;
25.9.2016 14:6:57;85.714784;18;0.3;;;;
25.9.2016 14:6:57;85.815144;18;0.3;;;;
25.9.2016 14:6:57;85.915550;19.2;0.32;;;;
25.9.2016 14:6:57;86.15908;18;0.3;;;;
25.9.2016 14:6:57;86.116257;18;0.3;;;;
25.9.2016 14:6:58;86.216632;18;0.3;;;;
25.9.2016 14:6:58;86.316979;18;0.3;;;;
25.9.2016 14:6:58;86.417373;18;0.3;;;;
25.9.2016 14:6:58;86.517800;18;0.3;;;;
25.9.2016 14:6:58;86.618146;18;0.3;;;;
25.9.2016 14:6:58;86.718502;18;0.3;;;;
25.9.2016 14:6:58;86.818851;18;0.3;;;;
25.9.2016 14:6:58;86.919224;18;0.3;;;;
25.9.2016 14:6:58;87.19646;18;0.3;;;;
25.9.2016 14:6:58;87.120038;16.8;0.28;;;;
25.9.2016 14:6:59;87.220429;18;0.3;;;;
25.9.2016 14:6:59;87.320823;18;0.3;;;;
25.9.2016 14:6:59;87.421203;16.8;0.28;;;;
25.9.2016 14:6:59;87.521603;18;0.3;;;;
25.9.2016 14:6:59;87.621980;18;0.3;;;;
25.9.2016 14:6:59;87.722358;16.8;0.28;;;;
25.9.2016 14:6:59;87.822726;18;0.3;;;;
25.9.2016 14:6:59;87.923089;16.8;0.28;;;;
25.9.2016 14:6:59;88.23427;16.8;0.28;;;;
25.9.2016 14:6:59;88.123790;18;0.3;;;;
25.9.2016 14:7:0;88.224172;16.8;0.28;;;;
25.9.2016 14:7:0;88.324541;16.8;0.28;;;;
25.9.2016 14:7:0;88.424943;18;0.3;;;;
25.9.2016 14:7:0;88.525313;16.8;0.28;;;;
25.9.2016 14:7:0;88.625722;16.8;0.28;;;;
25.9.2016 14:7:0;88.726114;16.8;0.28;;;;
25.9.2016 14:7:0;88.826482;16.8;0.28;;;;
25.9.2016 14:7:0;88.926858;16.8;0.28;;;;
25.9.2016 14:7:0;89.27226;16.8;0.28;;;;
25.9.2016 14:7:0;89.127674;16.8;0.28;;;;
25.9.2016 14:7:1;89.228081;15.6;0.26;;;;
25.9.2016 14:7:1;89.328473;16.8;0.28;;;;
25.9.2016 14:7:1;89.428866;16.8;0.28;;;;
25.9.2016 14:7:1;89.529230;16.8;0.28;;;;
25.9.2016 14:7:1;89.629597;15.6;0.26;;;;
25.9.2016 14:7:1;89.730007;16.8;0.28;;;;
25.9.2016 14:7:1;89.830344;16.8;0.28;;;;
25.9.2016 14:7:1;89.930722;16.8;0.28;;;;
25.9.2016 14:7:1;90.31090;15.6;0.26;;;;
25.9.2016 14:7:1;90.131471;16.8;0.28;;;;
25.9.2016 14:7:2;90.231854;15.6;0.26;;;;
25.9.2016 14:7:2;90.332235;16.8;0.28;;;;
25.9.2016 14:7:2;90.432593;15.6;0.26;;;;
25.9.2016 14:7:2;90.533041;16.8;0.28;;;;
25.9.2016 14:7:2;90.633403;15.6;0.26;;;;
25.9.2016 14:7:2;90.733778;16.8;0.28;;;;
25.9.2016 14:7:2;90.834220;15.6;0.26;;;;
25.9.2016 14:7:2;90.934592;15.6;0.26;;;;
25.9.2016 14:7:2;91.34974;16.8;0.28;;;;
25.9.2016 14:7:2;91.135349;15.6;0.26;;;;
25.9.2016 14:7:3;91.235728;15.6;0.26;;;;
25.9.2016 14:7:3;91.336094;16.8;0.28;;;;
25.9.2016 14:7:3;91.436490;15.6;0.26;;;;
25.9.2016 14:7:3;91.536850;15.6;0.26;;;;
25.9.2016 14:7:3;91.637235;15.6;0.26;;;;
25.9.2016 14:7:3;91.737690;15.6;0.26;;;;
25.9.2016 14:7:3;91.838094;15.6;0.26;;;;
25.9.2016 14:7:3;91.938493;15.6;0.26;;;;
25.9.2016 14:7:3;92.38862;15.6;0.26;;;;
25.9.2016 14:7:3;92.139247;15.6;0.26;;;;
25.9.2016 14:7:4;92.239615;15.6;0.26;;;;
25.9.2016 14:7:4;92.339961;15.6;0.26;;;;
25.9.2016 14:7:4;92.440309;14.4;0.24;;;;
25.9.2016 14:7:4;92.540651;15.6;0.26;;;;
25.9.2016 14:7:4;92.641010;15.6;0.26;;;;
25.9.2016 14:7:4;92.741376;15.6;0.26;;;;
25.9.2016 14:7:4;92.841743;14.4;0.24;;;;
25.9.2016 14:7:4;92.942131;15.6;0.26;;;;
25.9.2016 14:7:4;93.42503;14.4;0.24;;;;
25.9.2016 14:7:4;93.142891;15.6;0.26;;;;
25.9.2016 14:7:5;93.243241;14.4;0.24;;;;
25.9.2016 14:7:5;93.343599;15.6;0.26;;;;
25.9.2016 14:7:5;93.443976;14.4;0.24;;;;
25.9.2016 14:7:5;93.544329;15.6;0.26;;;;
25.9.2016 14:7:5;93.644652;14.4;0.24;;;;
25.9.2016 14:7:5;93.744969;14.4;0.24;;;;
25.9.2016 14:7:5;93.845318;15.6;0.26;;;;
25.9.2016 14:7:5;93.945703;14.4;0.24;;;;
25.9.2016 14:7:5;94.46067;14.4;0.24;;;;
25.9.2016 14:7:5;94.146446;14.4;0.24;;;;
25.9.2016 14:7:6;94.246939;14.4;0.24;;;;
25.9.2016 14:7:6;94.347326;14.4;0.24;;;;
