Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 14:59:46;48.208715;7.2;0.12;;;;
25.9.2016 14:59:46;48.309028;8.4;0.14;;;;
25.9.2016 14:59:46;48.409354;7.2;0.12;;;;
25.9.2016 14:59:46;48.509715;7.2;0.12;;;;
25.9.2016 14:59:46;48.610080;7.2;0.12;;;;
25.9.2016 14:59:46;48.710445;7.2;0.12;;;;
25.9.2016 14:59:46;48.810886;7.2;0.12;;;;
25.9.2016 14:59:47;48.911219;6;0.1;;;;
25.9.2016 14:59:47;49.11583;7.2;0.12;;;;
25.9.2016 14:59:47;49.111945;7.2;0.12;;;;
25.9.2016 14:59:47;49.212310;7.2;0.12;;;;
25.9.2016 14:59:47;49.312676;6;0.1;;;;
25.9.2016 14:59:47;49.413042;7.2;0.12;;;;
25.9.2016 14:59:47;49.513405;7.2;0.12;;;;
25.9.2016 14:59:47;49.613772;6;0.1;;;;
25.9.2016 14:59:47;49.714129;7.2;0.12;;;;
25.9.2016 14:59:47;49.814496;6;0.1;;;;
25.9.2016 14:59:48;49.914860;7.2;0.12;;;;
25.9.2016 14:59:48;50.15229;6;0.1;;;;
25.9.2016 14:59:48;50.115597;6;0.1;;;;
25.9.2016 14:59:48;50.216017;7.2;0.12;;;;
25.9.2016 14:59:48;50.316387;6;0.1;;;;
25.9.2016 14:59:48;50.416708;6;0.1;;;;
25.9.2016 14:59:48;50.517021;7.2;0.12;;;;
25.9.2016 14:59:48;50.617378;6;0.1;;;;
25.9.2016 14:59:48;50.717735;6;0.1;;;;
25.9.2016 14:59:48;50.818103;6;0.1;;;;
25.9.2016 14:59:49;50.918458;6;0.1;;;;
25.9.2016 14:59:49;51.18822;6;0.1;;;;
25.9.2016 14:59:49;51.119189;6;0.1;;;;
25.9.2016 14:59:49;51.219540;6;0.1;;;;
25.9.2016 14:59:49;51.319893;6;0.1;;;;
25.9.2016 14:59:49;51.420246;6;0.1;;;;
25.9.2016 14:59:49;51.520581;6;0.1;;;;
25.9.2016 14:59:49;51.621003;6;0.1;;;;
25.9.2016 14:59:49;51.721323;6;0.1;;;;
25.9.2016 14:59:49;51.821652;6;0.1;;;;
25.9.2016 14:59:50;51.921969;4.8;0.08;;;;
25.9.2016 14:59:50;52.22290;6;0.1;;;;
25.9.2016 14:59:50;52.122611;6;0.1;;;;
25.9.2016 14:59:50;52.222932;4.8;0.08;;;;
25.9.2016 14:59:50;52.323221;6;0.1;;;;
25.9.2016 14:59:50;52.423533;4.8;0.08;;;;
25.9.2016 14:59:50;52.523832;6;0.1;;;;
25.9.2016 14:59:50;52.624111;4.8;0.08;;;;
25.9.2016 14:59:50;52.724397;6;0.1;;;;
25.9.2016 14:59:50;52.824758;4.8;0.08;;;;
25.9.2016 14:59:51;52.925111;4.8;0.08;;;;
25.9.2016 14:59:51;53.25472;6;0.1;;;;
25.9.2016 14:59:51;53.125833;4.8;0.08;;;;
25.9.2016 14:59:51;53.226193;4.8;0.08;;;;
25.9.2016 14:59:51;53.326567;4.8;0.08;;;;
25.9.2016 14:59:51;53.426926;4.8;0.08;;;;
25.9.2016 14:59:51;53.527281;6;0.1;;;;
25.9.2016 14:59:51;53.627640;4.8;0.08;;;;
25.9.2016 14:59:51;53.727995;4.8;0.08;;;;
25.9.2016 14:59:51;53.828362;4.8;0.08;;;;
25.9.2016 14:59:52;53.928722;4.8;0.08;;;;
25.9.2016 14:59:52;54.29081;3.6;0.06;;;;
25.9.2016 14:59:52;54.129447;4.8;0.08;;;;
25.9.2016 14:59:52;54.229801;4.8;0.08;;;;
25.9.2016 14:59:52;54.330167;4.8;0.08;;;;
25.9.2016 14:59:52;54.430524;4.8;0.08;;;;
25.9.2016 14:59:52;54.530952;3.6;0.06;;;;
25.9.2016 14:59:52;54.631312;4.8;0.08;;;;
25.9.2016 14:59:52;54.731665;4.8;0.08;;;;
25.9.2016 14:59:52;54.832040;3.6;0.06;;;;
25.9.2016 14:59:53;54.932394;3.6;0.06;;;;
25.9.2016 14:59:53;55.32759;4.8;0.08;;;;
25.9.2016 14:59:53;55.133117;3.6;0.06;;;;
25.9.2016 14:59:53;55.233474;2.4;0.04;;;;
25.9.2016 14:59:53;55.333830;2.4;0.04;;;;
25.9.2016 14:59:53;55.434200;0;0;;;;
25.9.2016 14:59:53;55.534561;2.4;0.04;;;;
25.9.2016 14:59:53;55.634925;3.6;0.06;;;;
25.9.2016 14:59:53;55.735277;2.4;0.04;;;;
25.9.2016 14:59:53;55.835646;3.6;0.06;;;;
25.9.2016 14:59:54;55.936006;2.4;0.04;;;;
25.9.2016 14:59:54;56.36379;2.4;0.04;;;;
25.9.2016 14:59:54;56.136747;2.4;0.04;;;;
25.9.2016 14:59:54;56.237110;3.6;0.06;;;;
25.9.2016 14:59:54;56.337488;2.4;0.04;;;;
25.9.2016 14:59:54;56.437846;2.4;0.04;;;;
25.9.2016 14:59:54;56.538210;2.4;0.04;;;;
25.9.2016 14:59:54;56.638586;3.6;0.06;;;;
25.9.2016 14:59:54;56.738983;1.2;0.02;;;;
25.9.2016 14:59:54;56.839340;2.4;0.04;;;;
25.9.2016 14:59:55;56.939700;1.2;0.02;;;;
25.9.2016 14:59:55;57.40081;0;0;;;;
25.9.2016 14:59:55;57.140436;1.2;0.02;;;;
25.9.2016 14:59:55;57.240849;1.2;0.02;;;;
25.9.2016 14:59:55;57.341217;1.2;0.02;;;;
25.9.2016 14:59:55;57.441571;1.2;0.02;;;;
25.9.2016 14:59:55;57.541927;1.2;0.02;;;;
25.9.2016 14:59:55;57.642296;1.2;0.02;;;;
25.9.2016 14:59:55;57.742661;1.2;0.02;;;;
25.9.2016 14:59:55;57.843038;1.2;0.02;;;;
25.9.2016 14:59:56;57.943415;0;0;;;;
25.9.2016 14:59:56;58.43789;1.2;0.02;;;;
25.9.2016 14:59:56;58.144161;1.2;0.02;;;;
25.9.2016 14:59:56;58.244514;1.2;0.02;;;;
25.9.2016 14:59:56;58.344885;0;0;;;;
25.9.2016 14:59:56;58.445232;1.2;0.02;;;;
25.9.2016 14:59:56;58.545561;1.2;0.02;;;;
25.9.2016 14:59:56;58.645880;0;0;;;;
25.9.2016 14:59:56;58.746213;1.2;0.02;;;;
25.9.2016 14:59:56;58.846582;0;0;;;;
25.9.2016 14:59:57;58.946943;1.2;0.02;;;;
25.9.2016 14:59:57;59.47304;0;0;;;;
25.9.2016 14:59:57;59.147670;0;0;;;;
25.9.2016 14:59:57;59.248024;1.2;0.02;;;;
25.9.2016 14:59:57;59.348425;0;0;;;;
25.9.2016 14:59:57;59.448781;0;0;;;;
25.9.2016 14:59:57;59.549133;1.2;0.02;;;;
25.9.2016 14:59:57;59.649498;0;0;;;;
25.9.2016 14:59:57;59.749855;0;0;;;;
25.9.2016 14:59:57;59.850230;0;0;;;;
25.9.2016 14:59:58;59.950613;0;0;;;;
25.9.2016 14:59:58;60.51084;0;0;;;;
25.9.2016 14:59:58;60.151448;0;0;;;;
25.9.2016 14:59:58;60.251807;0;0;;;;
25.9.2016 14:59:58;60.352158;0;0;;;;
25.9.2016 14:59:58;60.452581;0;0;;;;
25.9.2016 14:59:58;60.552943;0;0;;;;
25.9.2016 14:59:58;60.653303;0;0;;;;
25.9.2016 14:59:58;60.753660;0;0;;;;
25.9.2016 14:59:58;60.854024;0;0;;;;
25.9.2016 14:59:59;60.954396;0;0;;;;
25.9.2016 14:59:59;61.54777;0;0;;;;
25.9.2016 14:59:59;61.155143;0;0;;;;
25.9.2016 14:59:59;61.255495;0;0;;;;
25.9.2016 14:59:59;61.355846;0;0;;;;
25.9.2016 14:59:59;61.456207;0;0;;;;
25.9.2016 14:59:59;61.556564;0;0;;;;
25.9.2016 14:59:59;61.656930;0;0;;;;
25.9.2016 14:59:59;61.757291;0;0;;;;
25.9.2016 14:59:59;61.857649;0;0;;;;
25.9.2016 15:0:0;61.958004;0;0;;;;
25.9.2016 15:0:0;62.58372;0;0;;;;
25.9.2016 15:0:0;62.158734;0;0;;;;
25.9.2016 15:0:0;62.259084;0;0;;;;
25.9.2016 15:0:0;62.359448;0;0;;;;
25.9.2016 15:0:0;62.459808;0;0;;;;
25.9.2016 15:0:0;62.560169;0;0;;;;
25.9.2016 15:0:0;62.660534;0;0;;;;
25.9.2016 15:0:0;62.760950;0;0;;;;
25.9.2016 15:0:1;62.861307;0;0;;;;
25.9.2016 15:0:1;62.961663;0;0;;;;
25.9.2016 15:0:1;63.62046;0;0;;;;
25.9.2016 15:0:1;63.162415;0;0;;;;
25.9.2016 15:0:1;63.262768;0;0;;;;
25.9.2016 15:0:1;63.363116;0;0;;;;
25.9.2016 15:0:1;63.463469;0;0;;;;
25.9.2016 15:0:1;63.563820;0;0;;;;
25.9.2016 15:0:1;63.664150;0;0;;;;
25.9.2016 15:0:1;63.764505;0;0;;;;
25.9.2016 15:0:2;63.864877;0;0;;;;
25.9.2016 15:0:2;63.965247;0;0;;;;
25.9.2016 15:0:2;64.65622;0;0;;;;
25.9.2016 15:0:2;64.165983;0;0;;;;
25.9.2016 15:0:2;64.266345;0;0;;;;
25.9.2016 15:0:2;64.366698;0;0;;;;
25.9.2016 15:0:2;64.467021;0;0;;;;
25.9.2016 15:0:2;64.567338;0;0;;;;
25.9.2016 15:0:2;64.667669;0;0;;;;
25.9.2016 15:0:2;64.768031;0;0;;;;
25.9.2016 15:0:3;64.868390;0;0;;;;
25.9.2016 15:0:3;64.968745;0;0;;;;
25.9.2016 15:0:3;65.69123;0;0;;;;
25.9.2016 15:0:3;65.169489;0;0;;;;
25.9.2016 15:0:3;65.269841;0;0;;;;
25.9.2016 15:0:3;65.370208;0;0;;;;
25.9.2016 15:0:3;65.470561;0;0;;;;
25.9.2016 15:0:3;65.570998;0;0;;;;
25.9.2016 15:0:3;65.671375;0;0;;;;
25.9.2016 15:0:3;65.771740;0;0;;;;
25.9.2016 15:0:4;65.872104;0;0;;;;
25.9.2016 15:0:4;65.972479;0;0;;;;
25.9.2016 15:0:4;66.72859;0;0;;;;
25.9.2016 15:0:4;66.173225;0;0;;;;
25.9.2016 15:0:4;66.273584;0;0;;;;
25.9.2016 15:0:4;66.373939;0;0;;;;
25.9.2016 15:0:4;66.474291;0;0;;;;
25.9.2016 15:0:4;66.574644;0;0;;;;
25.9.2016 15:0:4;66.674999;0;0;;;;
25.9.2016 15:0:4;66.775360;0;0;;;;
25.9.2016 15:0:5;66.875742;0;0;;;;
25.9.2016 15:0:5;66.976125;0;0;;;;
25.9.2016 15:0:5;67.76507;0;0;;;;
25.9.2016 15:0:5;67.176875;0;0;;;;
25.9.2016 15:0:5;67.277225;0;0;;;;
25.9.2016 15:0:5;67.377589;0;0;;;;
25.9.2016 15:0:5;67.477939;0;0;;;;
25.9.2016 15:0:5;67.578309;0;0;;;;
25.9.2016 15:0:5;67.678672;0;0;;;;
25.9.2016 15:0:5;67.779038;0;0;;;;
25.9.2016 15:0:6;67.879403;0;0;;;;
25.9.2016 15:0:6;67.979760;0;0;;;;
25.9.2016 15:0:6;68.80137;0;0;;;;
25.9.2016 15:0:6;68.180503;0;0;;;;
25.9.2016 15:0:6;68.280912;0;0;;;;
25.9.2016 15:0:6;68.381279;0;0;;;;
25.9.2016 15:0:6;68.481635;0;0;;;;
25.9.2016 15:0:6;68.581994;0;0;;;;
25.9.2016 15:0:6;68.682353;0;0;;;;
25.9.2016 15:0:6;68.782720;0;0;;;;
25.9.2016 15:0:7;68.883080;0;0;;;;
25.9.2016 15:0:7;68.983440;0;0;;;;
25.9.2016 15:0:7;69.83816;0;0;;;;
25.9.2016 15:0:7;69.184183;0;0;;;;
25.9.2016 15:0:7;69.284538;0;0;;;;
25.9.2016 15:0:7;69.384896;0;0;;;;
25.9.2016 15:0:7;69.485250;0;0;;;;
25.9.2016 15:0:7;69.585606;0;0;;;;
25.9.2016 15:0:7;69.685975;0;0;;;;
25.9.2016 15:0:7;69.786328;0;0;;;;
25.9.2016 15:0:8;69.886702;0;0;;;;
25.9.2016 15:0:8;69.987057;0;0;;;;
25.9.2016 15:0:8;70.87427;0;0;;;;
25.9.2016 15:0:8;70.187794;0;0;;;;
25.9.2016 15:0:8;70.288145;0;0;;;;
25.9.2016 15:0:8;70.388495;0;0;;;;
25.9.2016 15:0:8;70.488821;0;0;;;;
25.9.2016 15:0:8;70.589144;0;0;;;;
25.9.2016 15:0:8;70.689513;0;0;;;;
25.9.2016 15:0:8;70.789865;0;0;;;;
25.9.2016 15:0:9;70.890227;0;0;;;;
25.9.2016 15:0:9;70.990598;0;0;;;;
25.9.2016 15:0:9;71.91059;0;0;;;;
25.9.2016 15:0:9;71.191434;0;0;;;;
25.9.2016 15:0:9;71.291781;0;0;;;;
25.9.2016 15:0:9;71.392155;0;0;;;;
25.9.2016 15:0:9;71.492511;0;0;;;;
25.9.2016 15:0:9;71.592871;0;0;;;;
25.9.2016 15:0:9;71.693240;0;0;;;;
25.9.2016 15:0:9;71.793610;0;0;;;;
25.9.2016 15:0:10;71.893970;0;0;;;;
25.9.2016 15:0:10;71.994336;0;0;;;;
25.9.2016 15:0:10;72.94759;0;0;;;;
25.9.2016 15:0:10;72.195128;0;0;;;;
25.9.2016 15:0:10;72.295481;0;0;;;;
25.9.2016 15:0:10;72.395828;0;0;;;;
25.9.2016 15:0:10;72.496183;0;0;;;;
25.9.2016 15:0:10;72.596535;0;0;;;;
25.9.2016 15:0:10;72.696895;0;0;;;;
25.9.2016 15:0:10;72.797260;0;0;;;;
25.9.2016 15:0:11;72.897636;0;0;;;;
25.9.2016 15:0:11;72.997990;0;0;;;;
25.9.2016 15:0:11;73.98354;0;0;;;;
25.9.2016 15:0:11;73.198723;0;0;;;;
25.9.2016 15:0:11;73.299078;0;0;;;;
25.9.2016 15:0:11;73.399446;0;0;;;;
25.9.2016 15:0:11;73.499803;0;0;;;;
25.9.2016 15:0:11;73.600160;0;0;;;;
25.9.2016 15:0:11;73.700515;0;0;;;;
25.9.2016 15:0:11;73.800953;0;0;;;;
25.9.2016 15:0:12;73.901314;0;0;;;;
25.9.2016 15:0:12;74.1676;0;0;;;;
25.9.2016 15:0:12;74.102030;0;0;;;;
25.9.2016 15:0:12;74.202393;0;0;;;;
25.9.2016 15:0:12;74.302753;0;0;;;;
25.9.2016 15:0:12;74.403127;0;0;;;;
25.9.2016 15:0:12;74.503480;0;0;;;;
25.9.2016 15:0:12;74.603838;0;0;;;;
25.9.2016 15:0:12;74.704207;0;0;;;;
25.9.2016 15:0:12;74.804570;0;0;;;;
25.9.2016 15:0:13;74.904930;0;0;;;;
25.9.2016 15:0:13;75.5309;0;0;;;;
25.9.2016 15:0:13;75.105670;0;0;;;;
25.9.2016 15:0:13;75.206015;0;0;;;;
25.9.2016 15:0:13;75.306361;0;0;;;;
25.9.2016 15:0:13;75.406710;0;0;;;;
25.9.2016 15:0:13;75.507062;0;0;;;;
25.9.2016 15:0:13;75.607424;0;0;;;;
25.9.2016 15:0:13;75.707772;0;0;;;;
25.9.2016 15:0:13;75.808126;0;0;;;;
25.9.2016 15:0:14;75.908475;0;0;;;;
25.9.2016 15:0:14;76.8825;0;0;;;;
25.9.2016 15:0:14;76.109170;0;0;;;;
25.9.2016 15:0:14;76.209523;0;0;;;;
25.9.2016 15:0:14;76.309887;0;0;;;;
25.9.2016 15:0:14;76.410215;0;0;;;;
25.9.2016 15:0:14;76.510534;0;0;;;;
25.9.2016 15:0:14;76.610941;0;0;;;;
25.9.2016 15:0:14;76.711333;0;0;;;;
25.9.2016 15:0:14;76.811652;0;0;;;;
25.9.2016 15:0:15;76.911963;0;0;;;;
25.9.2016 15:0:15;77.12298;0;0;;;;
25.9.2016 15:0:15;77.112637;0;0;;;;
25.9.2016 15:0:15;77.212894;0;0;;;;
25.9.2016 15:0:15;77.313165;0;0;;;;
25.9.2016 15:0:15;77.413429;0;0;;;;
25.9.2016 15:0:15;77.513643;0;0;;;;
25.9.2016 15:0:15;77.613867;0;0;;;;
25.9.2016 15:0:15;77.714079;0;0;;;;
25.9.2016 15:0:15;77.814286;0;0;;;;
25.9.2016 15:0:16;77.914544;0;0;;;;
25.9.2016 15:0:16;78.14797;0;0;;;;
25.9.2016 15:0:16;78.115047;0;0;;;;
25.9.2016 15:0:16;78.215289;0;0;;;;
25.9.2016 15:0:16;78.315550;0;0;;;;
25.9.2016 15:0:16;78.415792;0;0;;;;
25.9.2016 15:0:16;78.516025;0;0;;;;
25.9.2016 15:0:16;78.616257;0;0;;;;
25.9.2016 15:0:16;78.716506;0;0;;;;
25.9.2016 15:0:16;78.816772;0;0;;;;
25.9.2016 15:0:17;78.916955;0;0;;;;
25.9.2016 15:0:17;79.17251;0;0;;;;
25.9.2016 15:0:17;79.117492;0;0;;;;
25.9.2016 15:0:17;79.217719;0;0;;;;
25.9.2016 15:0:17;79.317947;0;0;;;;
25.9.2016 15:0:17;79.418178;0;0;;;;
25.9.2016 15:0:17;79.518402;0;0;;;;
25.9.2016 15:0:17;79.618626;0;0;;;;
25.9.2016 15:0:17;79.718856;0;0;;;;
25.9.2016 15:0:17;79.819084;0;0;;;;
25.9.2016 15:0:18;79.919312;0;0;;;;
25.9.2016 15:0:18;80.19548;0;0;;;;
25.9.2016 15:0:18;80.119780;0;0;;;;
25.9.2016 15:0:18;80.220009;0;0;;;;
25.9.2016 15:0:18;80.320233;0;0;;;;
25.9.2016 15:0:18;80.420454;0;0;;;;
25.9.2016 15:0:18;80.520718;0;0;;;;
25.9.2016 15:0:18;80.620974;0;0;;;;
25.9.2016 15:0:18;80.721368;0;0;;;;
25.9.2016 15:0:18;80.821748;0;0;;;;
25.9.2016 15:0:19;80.922108;0;0;;;;
25.9.2016 15:0:19;81.22480;0;0;;;;
25.9.2016 15:0:19;81.122828;0;0;;;;
25.9.2016 15:0:19;81.223202;0;0;;;;
25.9.2016 15:0:19;81.323565;0;0;;;;
25.9.2016 15:0:19;81.423927;0;0;;;;
25.9.2016 15:0:19;81.524281;0;0;;;;
25.9.2016 15:0:19;81.624640;0;0;;;;
25.9.2016 15:0:19;81.725017;0;0;;;;
25.9.2016 15:0:19;81.825391;0;0;;;;
25.9.2016 15:0:20;81.925757;0;0;;;;
25.9.2016 15:0:20;82.26129;0;0;;;;
25.9.2016 15:0:20;82.126490;0;0;;;;
25.9.2016 15:0:20;82.226824;0;0;;;;
25.9.2016 15:0:20;82.327187;0;0;;;;
25.9.2016 15:0:20;82.427556;0;0;;;;
25.9.2016 15:0:20;82.527918;0;0;;;;
25.9.2016 15:0:20;82.628276;0;0;;;;
25.9.2016 15:0:20;82.728652;0;0;;;;
25.9.2016 15:0:20;82.829006;0;0;;;;
25.9.2016 15:0:21;82.929369;0;0;;;;
25.9.2016 15:0:21;83.29748;0;0;;;;
25.9.2016 15:0:21;83.130106;0;0;;;;
25.9.2016 15:0:21;83.230452;0;0;;;;
25.9.2016 15:0:21;83.330892;9.6;0.16;;;;
25.9.2016 15:0:21;83.431245;22.8;0.38;;;;
25.9.2016 15:0:21;83.531646;36;0.6;;;;
25.9.2016 15:0:21;83.631984;45.6;0.76;;;;
25.9.2016 15:0:21;83.732316;45.6;0.76;;;;
25.9.2016 15:0:21;83.832648;45.6;0.76;;;;
25.9.2016 15:0:22;83.932954;45.6;0.76;;;;
25.9.2016 15:0:22;84.33265;45.6;0.76;;;;
25.9.2016 15:0:22;84.133559;45.6;0.76;;;;
25.9.2016 15:0:22;84.233875;44.4;0.74;;;;
25.9.2016 15:0:22;84.334200;45.6;0.76;;;;
25.9.2016 15:0:22;84.434528;45.6;0.76;;;;
25.9.2016 15:0:22;84.534865;44.4;0.74;;;;
25.9.2016 15:0:22;84.635202;45.6;0.76;;;;
25.9.2016 15:0:22;84.735531;44.4;0.74;;;;
25.9.2016 15:0:22;84.835865;45.6;0.76;;;;
25.9.2016 15:0:23;84.936191;44.4;0.74;;;;
25.9.2016 15:0:23;85.36515;44.4;0.74;;;;
25.9.2016 15:0:23;85.136837;45.6;0.76;;;;
25.9.2016 15:0:23;85.237163;44.4;0.74;;;;
25.9.2016 15:0:23;85.337498;44.4;0.74;;;;
25.9.2016 15:0:23;85.437834;44.4;0.74;;;;
25.9.2016 15:0:23;85.538159;44.4;0.74;;;;
25.9.2016 15:0:23;85.638486;44.4;0.74;;;;
25.9.2016 15:0:23;85.738810;44.4;0.74;;;;
25.9.2016 15:0:23;85.839139;44.4;0.74;;;;
25.9.2016 15:0:24;85.939455;43.2;0.72;;;;
25.9.2016 15:0:24;86.39790;43.2;0.72;;;;
25.9.2016 15:0:24;86.140152;44.4;0.74;;;;
25.9.2016 15:0:24;86.240536;44.4;0.74;;;;
25.9.2016 15:0:24;86.340986;43.2;0.72;;;;
25.9.2016 15:0:24;86.441356;44.4;0.74;;;;
25.9.2016 15:0:24;86.541722;43.2;0.72;;;;
25.9.2016 15:0:24;86.642096;44.4;0.74;;;;
25.9.2016 15:0:24;86.742475;43.2;0.72;;;;
25.9.2016 15:0:24;86.842842;44.4;0.74;;;;
25.9.2016 15:0:25;86.943205;43.2;0.72;;;;
25.9.2016 15:0:25;87.43576;43.2;0.72;;;;
25.9.2016 15:0:25;87.143945;43.2;0.72;;;;
25.9.2016 15:0:25;87.244324;43.2;0.72;;;;
25.9.2016 15:0:25;87.344676;43.2;0.72;;;;
25.9.2016 15:0:25;87.445009;43.2;0.72;;;;
25.9.2016 15:0:25;87.545340;43.2;0.72;;;;
25.9.2016 15:0:25;87.645663;43.2;0.72;;;;
25.9.2016 15:0:25;87.745994;43.2;0.72;;;;
25.9.2016 15:0:25;87.846320;43.2;0.72;;;;
25.9.2016 15:0:26;87.946650;43.2;0.72;;;;
25.9.2016 15:0:26;88.46978;42;0.7;;;;
25.9.2016 15:0:26;88.147349;43.2;0.72;;;;
25.9.2016 15:0:26;88.247717;42;0.7;;;;
25.9.2016 15:0:26;88.348093;42;0.7;;;;
25.9.2016 15:0:26;88.448462;42;0.7;;;;
25.9.2016 15:0:26;88.548835;43.2;0.72;;;;
25.9.2016 15:0:26;88.649207;42;0.7;;;;
25.9.2016 15:0:26;88.749585;42;0.7;;;;
25.9.2016 15:0:26;88.849961;42;0.7;;;;
25.9.2016 15:0:27;88.950302;42;0.7;;;;
25.9.2016 15:0:27;89.50729;42;0.7;;;;
25.9.2016 15:0:27;89.151114;42;0.7;;;;
25.9.2016 15:0:27;89.251465;42;0.7;;;;
25.9.2016 15:0:27;89.351807;42;0.7;;;;
25.9.2016 15:0:27;89.452131;42;0.7;;;;
25.9.2016 15:0:27;89.552456;42;0.7;;;;
25.9.2016 15:0:27;89.652777;42;0.7;;;;
25.9.2016 15:0:27;89.753111;42;0.7;;;;
25.9.2016 15:0:27;89.853430;40.8;0.68;;;;
25.9.2016 15:0:28;89.953761;42;0.7;;;;
25.9.2016 15:0:28;90.54089;42;0.7;;;;
25.9.2016 15:0:28;90.154407;40.8;0.68;;;;
25.9.2016 15:0:28;90.254740;42;0.7;;;;
25.9.2016 15:0:28;90.355034;40.8;0.68;;;;
25.9.2016 15:0:28;90.455321;42;0.7;;;;
25.9.2016 15:0:28;90.555612;40.8;0.68;;;;
25.9.2016 15:0:28;90.655929;40.8;0.68;;;;
25.9.2016 15:0:28;90.756257;40.8;0.68;;;;
25.9.2016 15:0:28;90.856589;42;0.7;;;;
25.9.2016 15:0:29;90.956963;40.8;0.68;;;;
25.9.2016 15:0:29;91.57329;40.8;0.68;;;;
25.9.2016 15:0:29;91.157650;40.8;0.68;;;;
25.9.2016 15:0:29;91.257978;40.8;0.68;;;;
25.9.2016 15:0:29;91.358311;40.8;0.68;;;;
25.9.2016 15:0:29;91.458681;40.8;0.68;;;;
25.9.2016 15:0:29;91.559053;40.8;0.68;;;;
25.9.2016 15:0:29;91.659417;39.6;0.66;;;;
25.9.2016 15:0:29;91.759791;40.8;0.68;;;;
25.9.2016 15:0:29;91.860160;40.8;0.68;;;;
25.9.2016 15:0:30;91.960533;39.6;0.66;;;;
25.9.2016 15:0:30;92.60958;39.6;0.66;;;;
25.9.2016 15:0:30;92.161325;40.8;0.68;;;;
25.9.2016 15:0:30;92.261700;39.6;0.66;;;;
25.9.2016 15:0:30;92.362079;40.8;0.68;;;;
25.9.2016 15:0:30;92.462442;39.6;0.66;;;;
25.9.2016 15:0:30;92.562816;39.6;0.66;;;;
25.9.2016 15:0:30;92.663183;39.6;0.66;;;;
25.9.2016 15:0:30;92.763563;40.8;0.68;;;;
25.9.2016 15:0:31;92.863928;39.6;0.66;;;;
25.9.2016 15:0:31;92.964304;39.6;0.66;;;;
25.9.2016 15:0:31;93.64693;39.6;0.66;;;;
25.9.2016 15:0:31;93.165066;39.6;0.66;;;;
25.9.2016 15:0:31;93.265432;39.6;0.66;;;;
25.9.2016 15:0:31;93.365802;39.6;0.66;;;;
25.9.2016 15:0:31;93.466228;39.6;0.66;;;;
25.9.2016 15:0:31;93.566596;38.4;0.64;;;;
25.9.2016 15:0:31;93.666975;38.4;0.64;;;;
25.9.2016 15:0:31;93.767354;39.6;0.66;;;;
25.9.2016 15:0:32;93.867733;39.6;0.66;;;;
25.9.2016 15:0:32;93.968105;38.4;0.64;;;;
25.9.2016 15:0:32;94.68477;39.6;0.66;;;;
25.9.2016 15:0:32;94.168849;38.4;0.64;;;;
25.9.2016 15:0:32;94.269265;39.6;0.66;;;;
25.9.2016 15:0:32;94.369660;38.4;0.64;;;;
25.9.2016 15:0:32;94.470031;38.4;0.64;;;;
25.9.2016 15:0:32;94.570404;39.6;0.66;;;;
25.9.2016 15:0:32;94.670830;38.4;0.64;;;;
25.9.2016 15:0:32;94.771220;38.4;0.64;;;;
25.9.2016 15:0:33;94.871597;38.4;0.64;;;;
25.9.2016 15:0:33;94.971979;38.4;0.64;;;;
25.9.2016 15:0:33;95.72360;38.4;0.64;;;;
25.9.2016 15:0:33;95.172731;38.4;0.64;;;;
25.9.2016 15:0:33;95.273121;38.4;0.64;;;;
25.9.2016 15:0:33;95.373505;38.4;0.64;;;;
25.9.2016 15:0:33;95.473888;38.4;0.64;;;;
25.9.2016 15:0:33;95.574261;38.4;0.64;;;;
25.9.2016 15:0:33;95.674636;38.4;0.64;;;;
25.9.2016 15:0:33;95.775003;37.2;0.62;;;;
25.9.2016 15:0:34;95.875366;38.4;0.64;;;;
25.9.2016 15:0:34;95.975735;37.2;0.62;;;;
25.9.2016 15:0:34;96.76102;37.2;0.62;;;;
25.9.2016 15:0:34;96.176476;37.2;0.62;;;;
25.9.2016 15:0:34;96.276811;37.2;0.62;;;;
25.9.2016 15:0:34;96.377162;37.2;0.62;;;;
25.9.2016 15:0:34;96.477529;38.4;0.64;;;;
25.9.2016 15:0:34;96.577891;37.2;0.62;;;;
25.9.2016 15:0:34;96.678284;37.2;0.62;;;;
25.9.2016 15:0:34;96.778678;37.2;0.62;;;;
25.9.2016 15:0:35;96.879056;37.2;0.62;;;;
25.9.2016 15:0:35;96.979425;37.2;0.62;;;;
25.9.2016 15:0:35;97.79789;37.2;0.62;;;;
25.9.2016 15:0:35;97.180177;37.2;0.62;;;;
25.9.2016 15:0:35;97.280577;37.2;0.62;;;;
25.9.2016 15:0:35;97.381024;37.2;0.62;;;;
25.9.2016 15:0:35;97.481394;37.2;0.62;;;;
25.9.2016 15:0:35;97.581770;36;0.6;;;;
25.9.2016 15:0:35;97.682142;37.2;0.62;;;;
25.9.2016 15:0:35;97.782522;37.2;0.62;;;;
25.9.2016 15:0:36;97.882934;36;0.6;;;;
25.9.2016 15:0:36;97.983306;37.2;0.62;;;;
25.9.2016 15:0:36;98.83700;37.2;0.62;;;;
25.9.2016 15:0:36;98.184054;36;0.6;;;;
25.9.2016 15:0:36;98.284452;37.2;0.62;;;;
25.9.2016 15:0:36;98.384840;36;0.6;;;;
25.9.2016 15:0:36;98.485255;36;0.6;;;;
